Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
,276,Mother,Violet010200,&di boo .,Violet,1649.705,1654.283,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|boo .],,,,,,,,,,MotherofViolet_Violet010200_276
,277,Mother,Violet010200,where ya (replacement:replacement:you) going ?,Violet,1654.283,1672.153,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv:int|where] [pro:per|you] [part|go-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_277
,278,Violet,Violet010200,yyy .,Violet,1672.153,1676.321,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_278
,279,Mother,Violet010200,you going up ?,Violet,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT 4|2|PUNCT],[pro:per|you] [part|go-PRESP] [adv|up ?],,,,,,,,,,MotherofViolet_Violet010200_279
,280,Mother,Violet010200,we have_to bring the camera upstairs then .,Violet,1676.321,1683.913,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|7|JCT] [7|3|JCT 8|3|PUNCT],[pro:sub|we] [mod:aux|have_to] [v|bring] [det:art|the] [n|camera] [adv|upstairs] [adv:tem|then .],,,,,,,,,,MotherofViolet_Violet010200_280
,281,Mother,Violet010200,<o>kay we go up .,Violet,1683.913,1686.433,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[adj|okay] [pro:sub|we] [v|go] [adv|up .],,,,,,,,,,MotherofViolet_Violet010200_281
,282,Mother,Violet010200,we'll ask daddy to bring the camera up ,Violet,1686.433,1691.856,MOT and CHI go upstairs,[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|6|INF] [6|3|XCOMP] [7|8|DET] [8|6|OBJ] ,[pro:sub|we~mod|will] [v|ask] [n|daddy] [inf|to] [v|bring] [det:art|the] [n|camera] [adv|up cm|cm,,,,,,,,,,MotherofViolet_Violet010200_282
,282,Mother,Violet010200, whoa careful .,Violet,0.0,0.0,MOT and CHI go upstairs,[9|6|JCT 10|6|LP] [11|3|COM] [12|3|COM 13|3|PUNCT],[co|whoa] [co|careful .],,,,,,,,,,MotherofViolet_Violet010200_282
,283,Mother,Violet010200,up .,Violet,1691.856,1696.21,[],[1|0|INCROOT 2|1|PUNCT],[adv|up .],,,,,,,,,,MotherofViolet_Violet010200_283
,284,Violet,Violet010200,yyy .,Violet,1696.21,1699.591,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_284
,285,Mother,Violet010200,up .,Violet,1699.591,1700.855,[],[1|0|INCROOT 2|1|PUNCT],[adv|up .],,,,,,,,,,MotherofViolet_Violet010200_285
,286,Mother,Violet010200,up you go .,Violet,1700.855,1712.486,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|up] [pro:per|you] [v|go .],,,,,,,,,,MotherofViolet_Violet010200_286
,287,Mother,Violet010200,up .,Violet,1712.486,1716.75,[],[1|0|INCROOT 2|1|PUNCT],[adv|up .],,,,,,,,,,MotherofViolet_Violet010200_287
,288,Mother,Violet010200,where's dada ?,Violet,1716.75,1722.36,[],[1|2|LINK 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv:int|where~cop|be&3S] [n|dada ?],,,,,,,,,,MotherofViolet_Violet010200_288
,289,Mother,Violet010200,where's dada ?,Violet,1722.36,1729.54,[],[1|2|LINK 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv:int|where~cop|be&3S] [n|dada ?],,,,,,,,,,MotherofViolet_Violet010200_289
,290,Violet,Violet010200,yyy .,Violet,1729.543,1731.976,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_290
,291,Mother,Violet010200,dada .,Violet,1731.976,1733.305,[],[1|0|INCROOT 2|1|PUNCT],[n|dada .],,,,,,,,,,MotherofViolet_Violet010200_291
,292,Violet,Violet010200,dada .,Violet,1733.305,1736.225,[],[1|0|INCROOT 2|1|PUNCT],[n|dada .],,,,,,,,,,VioletofViolet_Violet010200_292
,293,Violet,Violet010200,dada xxx .,Violet,1736.225,1738.545,[],[1|0|INCROOT] [2|1|PUNCT],[n|dada] [.],,,,,,,,,,VioletofViolet_Violet010200_293
,294,Mother,Violet010200,dada up .,Violet,1738.545,1742.633,[],[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[n|dada] [adv|up .],,,,,,,,,,MotherofViolet_Violet010200_294
,295,Violet,Violet010200,"xxx , dada , nana , xxx .",Violet,1742.633,1748.438,[],[1|0|INCROOT] [2|1|OBJ 3|2|LP] [4|2|ENUM 5|4|LP] [6|1|PUNCT],[cm|cm] [n|dada cm|cm] [n|nana cm|cm] [.],,,,,,,,,,VioletofViolet_Violet010200_295
,296,Mother,Violet010200,hey dada ?,Violet,1748.493,1750.941,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|hey] [n|dada ?],,,,,,,,,,MotherofViolet_Violet010200_296
,297,Mother,Violet010200,hey dada ?,Violet,1750.941,1759.275,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|hey] [n|dada ?],,,,,,,,,,MotherofViolet_Violet010200_297
,298,Mother,Violet010200,do you think you could bring the camera up here for a little bit,Violet,1759.275,1765.485,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|AUX] [6|3|COMP] [7|8|DET] [8|6|OBJ],[mod|do] [pro:per|you] [v|think] [pro:per|you] [mod|could] [v|bring] [det:art|the] [n|camera] [adv|up] [adv|here] [prep|for] [det:art|a] [adj|little] [n|bit] ,,,,,,,,,,MotherofViolet_Violet010200_298
,298,Mother,Violet010200,and just plug it in,Violet,0.0,0.0,[],[15|6|CONJ] [16|17|JCT] [17|15|COORD] [18|17|OBJ] [19|17|JCT],[coord|and] [adv|just] [v|plug] [pro:per|it] [adv|in] ,,,,,,,,,,MotherofViolet_Violet010200_298
,298,Mother,Violet010200,and I won't ask you any other favors .,Violet,0.0,0.0,[],[20|24|LINK] [21|24|SUBJ] [22|24|AUX 23|22|NEG] [24|17|CJCT] [25|24|OBJ] [26|28|QUANT] [27|28|QUANT] [28|24|OBJ 29|3|PUNCT],[coord|and] [pro:sub|I] [mod|will~neg|not] [v|ask] [pro:per|you] [qn|any] [qn|other] [n|favor-PL .],,,,,,,,,,MotherofViolet_Violet010200_298
,299,Father,Violet010200,I don't mind if you ask me favors .,Violet,1765.485,1769.143,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|7|LINK] [6|7|SUBJ] [7|4|CJCT] [8|7|OBJ] [9|7|OBJ 10|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|mind] [conj|if] [pro:per|you] [v|ask] [pro:obj|me] [n|favor-PL .],,,,,,,,,,FatherofViolet_Violet010200_299
,300,Mother,Violet010200,"I know , it's just always my joke though .",Violet,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|LP] [4|6|SUBJ 5|6|AUX] [6|2|COMP] [7|9|JCT] [8|9|MOD] [9|6|OBJ] [10|9|NJCT 11|2|PUNCT],[pro:sub|I] [v|know cm|cm] [pro:per|it~aux|be&3S] [adj|just] [adv|always] [det:poss|my] [n|joke] [adv|though .],,,,,,,,,,MotherofViolet_Violet010200_300
,301,Mother,Violet010200,that's always my joke .,Violet,1771.515,1774.096,[],[1|2|LINK 2|0|ROOT] [3|5|JCT] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:rel|that~aux|be&3S] [adv|always] [det:poss|my] [n|joke .],,,,,,,,,,MotherofViolet_Violet010200_301
,302,Father,Violet010200,"oh , I didn't know .",Violet,1774.096,1776.856,[],[1|6|COM 2|1|LP] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|0|ROOT 7|6|PUNCT],[co|oh cm|cm] [pro:sub|I] [mod|do&PAST~neg|not] [v|know .],,,,,,,,,,FatherofViolet_Violet010200_302
,303,Mother,Violet010200,remember ?,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|remember ?],,,,,,,,,,MotherofViolet_Violet010200_303
,304,Mother,Violet010200,remember my joke ?,Violet,1776.856,1778.903,[],[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[v|remember] [det:poss|my] [n|joke ?],,,,,,,,,,MotherofViolet_Violet010200_304
,305,Father,Violet010200,yeah .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,FatherofViolet_Violet010200_305
,306,Father,Violet010200,this weekend we're going to have a trash session .,Violet,1778.903,1783.106,[],[1|2|DET] [2|5|LINK] [3|5|SUBJ 4|5|AUX] [5|0|ROOT] [6|7|INF] [7|5|XCOMP] [8|10|DET] [9|10|MOD] [10|7|OBJ 11|5|PUNCT],[pro:dem|this] [n|+n|week+n|end] [pro:sub|we~aux|be&PRES] [part|go-PRESP] [inf|to] [v|have] [det:art|a] [n|trash] [n|session .],,,,,,,,,,FatherofViolet_Violet010200_306
,307,Mother,Violet010200,why ?,Violet,1783.106,1784.865,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,MotherofViolet_Violet010200_307
,308,Father,Violet010200,we'll we got_to clean out some trash .,Violet,1784.865,1786.896,[],[1|2|SUBJ 2|5|AUX] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|8|QUANT] [8|5|OBJ 9|5|PUNCT],[pro:sub|we~mod|will] [pro:sub|we] [mod:aux|got_to] [v|clean] [adv|out] [qn|some] [n|trash .],,,,,,,,,,FatherofViolet_Violet010200_308
,309,Mother,Violet010200,hey maybe we could set it up (t:t:trail off),Violet,1786.896,1790.96,[],[1|5|COM] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|OBJ] [7|5|JCT 8|5|PUNCT],[co|hey] [adv|maybe] [pro:sub|we] [mod|could] [v|set&ZERO] [pro:per|it] [adv|up (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_309
,310,Father,Violet010200,in her room ?,Violet,1790.96,1794.728,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ 4|1|PUNCT],[prep|in] [det:poss|her] [n|room ?],,,,,,,,,,FatherofViolet_Violet010200_310
,311,Mother,Violet010200,either her room (t:t:self interruption),Violet,0.0,0.0,[],[1|0|INCROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[coord|either] [det:poss|her] [n|room (mt:self interruption)],,,,,,,,,,MotherofViolet_Violet010200_311
,312,Mother,Violet010200,yeah her room will be good .,Violet,0.0,0.0,[],[1|5|COM] [2|3|MOD] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|PRED 7|5|PUNCT],[co|yeah] [det:poss|her] [n|room] [mod|will] [cop|be] [adj|good .],,,,,,,,,,MotherofViolet_Violet010200_312
,313,Mother,Violet010200,go in your room Violet .,Violet,1794.728,1796.305,[],[1|0|ROOT] [2|1|JCT] [3|4|MOD] [4|2|POBJ] [5|1|APP 6|1|PUNCT],[v|go] [prep|in] [det:poss|your] [n|room] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_313
,314,Mother,Violet010200,"ah , ah , ah , the gate's (replacement:replacement:gate is) not shut .",Violet,1796.305,1799.208,[],[1|11|COM 2|1|LP] [3|11|COM 4|3|LP] [5|11|COM 6|5|LP] [7|8|DET] [8|11|SUBJ 9|11|AUX] [10|9|NEG] [11|0|ROOT 12|11|PUNCT],[co|ah cm|cm] [co|ah cm|cm] [co|ah cm|cm] [det:art|the] [n|gate aux|be&3S] [neg|not] [v|shut&ZERO .],,,,,,,,,,MotherofViolet_Violet010200_314
,315,Father,Violet010200,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,FatherofViolet_Violet010200_315
,316,Mother,Violet010200,camere (replacement:replacement:come here) .,Violet,1799.208,1800.113,[],[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|here .],,,,,,,,,,MotherofViolet_Violet010200_316
,317,Mother,Violet010200,come in your room .,Violet,1800.113,1802.215,[],[1|0|ROOT] [2|1|JCT] [3|4|MOD] [4|1|OBJ 5|1|PUNCT],[v|come] [adv|in] [det:poss|your] [n|room .],,,,,,,,,,MotherofViolet_Violet010200_317
,318,Father,Violet010200,go with mama .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[v|go] [prep|with] [n|mama .],,,,,,,,,,FatherofViolet_Violet010200_318
,319,Mother,Violet010200,we'll find you some clothes .,Violet,1802.215,1803.543,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|6|QUANT] [6|3|OBJ 7|3|PUNCT],[pro:sub|we~mod|will] [v|find] [pro:per|you] [qn|some] [n:pt|clothes .],,,,,,,,,,MotherofViolet_Violet010200_319
,320,Mother,Violet010200,xxx .,Violet,1803.543,1812.188,[],[],[],,,,,,,,,,MotherofViolet_Violet010200_320
,321,Mother,Violet010200,"no binkies , no .",Violet,1812.188,1815.766,camera is moved to CHI's room,[1|2|COM] [2|0|INCROOT 3|2|LP] [4|2|ENUM 5|2|PUNCT],[co|no] [n|binkie-PL cm|cm] [co|no .],,,,,,,,,,MotherofViolet_Violet010200_321
,322,Father,Violet010200,maybe this will work .,Violet,1815.766,1817.151,[],[1|2|JCT] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT 5|4|PUNCT],[adv|maybe] [pro:dem|this] [mod|will] [v|work .],,,,,,,,,,FatherofViolet_Violet010200_322
,323,Mother,Violet010200,okay .,Violet,1817.151,1819.511,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_323
,324,Father,Violet010200,okay .,Violet,1819.511,1826.295,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,FatherofViolet_Violet010200_324
,325,Mother,Violet010200,okay .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_325
,326,Mother,Violet010200,"bye , have a good day .",Violet,1826.295,1828.915,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|1|PUNCT],[co|bye cm|cm] [v|have] [det:art|a] [adj|good] [n|day .],,,,,,,,,,MotherofViolet_Violet010200_326
,327,Father,Violet010200,"bye , bye my love .",Violet,1829.911,1832.751,[],[1|5|COM 2|1|LP] [3|5|COM] [4|5|MOD] [5|0|ROOT 6|5|PUNCT],[co|bye cm|cm] [co|bye] [det:poss|my] [n|love .],,,,,,,,,,FatherofViolet_Violet010200_327
,328,Father,Violet010200,love you Violet .,Violet,1832.751,1834.168,[],[1|0|ROOT] [2|1|OBJ] [3|1|COMP 4|1|PUNCT],[v|love] [pro:per|you] [n:prop|Violet .],,,,,,,,,,FatherofViolet_Violet010200_328
,329,Father,Violet010200,be a good girl okay .,Violet,1834.168,1837.168,[],[1|0|ROOT] [2|4|DET] [3|4|MOD] [4|1|PRED] [5|4|POSTMOD 6|1|PUNCT],[cop|be] [det:art|a] [adj|good] [n|girl] [adj|okay .],,,,,,,,,,FatherofViolet_Violet010200_329
,330,Father,Violet010200,I'm sure you will be .,Violet,1837.168,1838.065,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|6|SUBJ] [5|6|AUX] [6|2|CJCT 7|2|PUNCT],[pro:sub|I~cop|be&1S] [adj|sure] [pro:per|you] [mod|will] [cop|be .],,,,,,,,,,FatherofViolet_Violet010200_330
,331,Mother,Violet010200,I have_to call (t:t:self interruption),Violet,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT 4|3|PUNCT],[pro:sub|I] [mod:aux|have_to] [v|call (mt:self interruption)],,,,,,,,,,MotherofViolet_Violet010200_331
,332,Mother,Violet010200,"I have a P_T_O meeting tonight , so I don't know what's gonna (replacement:replacement:going to) happen",Violet,1838.065,1843.768,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|4|XMOD] [6|5|JCT 7|6|LP] [8|12|LINK] [9|12|SUBJ] [10|12|AUX 11|10|NEG] [12|5|CJCT] ,[pro:sub|I] [v|have] [det:art|a] [n:prop|P_T_O] [part|meet-PRESP] [adv:tem|tonight cm|cm] [conj|so] [pro:sub|I] [mod|do~neg|not] [v|know] [pro:int|what~aux|be&3S] [part|go-PRESP inf|to] [v|happen],,,,,,,,,,MotherofViolet_Violet010200_332
,332,Mother,Violet010200,I've got_to call Megan .,Violet,0.0,0.0,[],[18|21|SUBJ 19|21|AUX] [20|21|AUX] [21|17|COMP] [22|21|OBJ 23|2|PUNCT],[pro:sub|I~aux|have] [mod:aux|got_to] [v|call] [n:prop|Megan .],,,,,,,,,,MotherofViolet_Violet010200_332
,333,Mother,Violet010200,okay .,Violet,1843.768,1846.011,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_333
,334,Father,Violet010200,"okay , call me .",Violet,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|3|OBJ 5|1|PUNCT],[co|okay cm|cm] [n|call] [pro:obj|me .],,,,,,,,,,FatherofViolet_Violet010200_334
,335,Father,Violet010200,I'll call you ,Violet,1846.011,1849.24,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|LP],[pro:sub|I~mod|will] [v|call] [pro:per|you cm|cm],,,,,,,,,,FatherofViolet_Violet010200_335
,335,Father,Violet010200,you call me .,Violet,0.0,0.0,[], [6|7|SUBJ] [7|3|COMP] [8|7|OBJ 9|3|PUNCT],[pro:per|you] [v|call] [pro:obj|me .],,,,,,,,,,FatherofViolet_Violet010200_335
,336,Mother,Violet010200,<o>kay .,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_336
,337,Mother,Violet010200,"Violet , I'm gonna bring some stuff in here to do .",Violet,1849.24,1851.888,[],[1|6|LINK 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|8|QUANT] [8|6|OBJ] [9|6|JCT] [10|9|POBJ] [11|12|INF] [12|6|XCOMP 13|6|PUNCT],[n:prop|Violet cm|cm] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|bring] [qn|some] [n|stuff] [prep|in] [adv|here] [inf|to] [v|do .],,,,,,,,,,MotherofViolet_Violet010200_337
,338,Mother,Violet010200,alright you just lock the gate though .,Violet,1851.888,1854.721,"FAT leaves for work , CHI walks around her room",[1|4|COM] [2|4|SUBJ] [3|4|JCT] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|4|JCT 8|4|PUNCT],[co|alright] [pro:per|you] [adj|just] [v|lock] [det:art|the] [n|gate] [adv|though .],,,,,,,,,,MotherofViolet_Violet010200_338
,339,Mother,Violet010200,bye bye .,Violet,1854.721,1860.476,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|bye] [co|bye .],,,,,,,,,,MotherofViolet_Violet010200_339
,340,Father,Violet010200,"bye , peanut .",Violet,1860.476,1862.321,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|bye cm|cm] [n|peanut .],,,,,,,,,,FatherofViolet_Violet010200_340
,341,Mother,Violet010200,shut the gate .,Violet,1862.321,1864.808,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|shut&ZERO] [det:art|the] [n|gate .],,,,,,,,,,MotherofViolet_Violet010200_341
,342,Father,Violet010200,love you .,Violet,1864.808,1865.913,"CHI is off camera again , falls down",[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|love] [pro:per|you .],,,,,,,,,,FatherofViolet_Violet010200_342
,343,Father,Violet010200,boinga@wp you okay ?,Violet,1865.913,1871.976,[],[1|3|LINK] [2|3|SUBJ] [3|0|INCROOT 4|3|PUNCT],[wplay|boinga] [pro:per|you] [co|okay ?],,,,,,,,,,FatherofViolet_Violet010200_343
,344,Father,Violet010200,you okay .,Violet,1871.976,1876.208,[],[1|2|SUBJ] [2|0|INCROOT 3|2|PUNCT],[pro:per|you] [co|okay .],,,,,,,,,,FatherofViolet_Violet010200_344
,345,Mother,Violet010200,what happened ?,Violet,0.0,0.0,[],[1|2|LINK] [2|0|ROOT 3|2|PUNCT],[pro:int|what] [v|happen-PAST ?],,,,,,,,,,MotherofViolet_Violet010200_345
,346,Father,Violet010200,oh nothing she just fell on her bottom .,Violet,0.0,0.0,[],[1|2|COM] [2|5|LINK] [3|5|SUBJ] [4|5|JCT] [5|0|ROOT] [6|5|JCT] [7|8|MOD] [8|6|POBJ 9|5|PUNCT],[co|oh] [pro:indef|nothing] [pro:sub|she] [adv|just] [v|fall&PAST] [prep|on] [det:poss|her] [n|bottom .],,,,,,,,,,FatherofViolet_Violet010200_346
,347,Mother,Violet010200,okay .,Violet,1876.208,1888.62,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010200_347
,348,Mother,Violet010200,I wish we could find your boots Violet .,Violet,1888.621,1896.943,[],[1|2|SUBJ] [2|0|ROOT] [3|5|SUBJ] [4|5|AUX] [5|2|COMP] [6|7|MOD] [7|5|OBJ] [8|7|APP 9|2|PUNCT],[pro:sub|I] [v|wish] [pro:sub|we] [mod|could] [v|find] [det:poss|your] [n|boot-PL] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010200_348
,349,Mother,Violet010200,what did you do with your boots ?,Violet,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|7|MOD] [7|5|POBJ 8|4|PUNCT],[pro:int|what] [mod|do&PAST] [pro:per|you] [v|do] [prep|with] [det:poss|your] [n|boot-PL ?],,,,,,,,,,MotherofViolet_Violet010200_349
,350,Mother,Violet010200,I'll put these books in your room .,Violet,1896.943,1900.46,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT] [7|8|MOD] [8|6|POBJ 9|3|PUNCT],[pro:sub|I~mod|will] [v|put&ZERO] [pro:dem|these] [n|book-PL] [prep|in] [det:poss|your] [n|room .],,,,,,,,,,MotherofViolet_Violet010200_350
,351,Violet,Violet010200,xxx .,Violet,1900.46,1906.093,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_351
,352,Violet,Violet010200,yyy .,Violet,1906.093,1908.11,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_352
,353,Mother,Violet010200,wanna find some clothes ?,Violet,1908.11,1909.501,[],[1|2|AUX] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ 5|2|PUNCT],[mod:aux|wanna] [v|find] [qn|some] [n:pt|clothes ?],,,,,,,,,,MotherofViolet_Violet010200_353
,354,Mother,Violet010200,let's find some clothes to wear today .,Violet,1909.501,1912.811,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|QUANT] [5|3|OBJ] [6|7|INF] [7|5|XCOMP] [8|7|JCT 9|1|PUNCT],[v|let~pro:obj|us] [v|find] [qn|some] [n:pt|clothes] [inf|to] [v|wear] [adv:tem|today .],,,,,,,,,,MotherofViolet_Violet010200_354
,355,Mother,Violet010200,how about these you haven't worn these ever .,Violet,1912.811,1918.686,[],[1|0|INCROOT] [2|1|JCT] [3|2|POBJ] [4|7|SUBJ] [5|7|AUX 6|5|NEG] [7|3|CMOD] [8|7|OBJ] [9|7|JCT 10|1|PUNCT],[adv:int|how] [prep|about] [pro:dem|these] [pro:per|you] [aux|have~neg|not] [part|wear&PASTP] [pro:dem|these] [adv|ever .],,,,,,,,,,MotherofViolet_Violet010200_355
,356,Mother,Violet010200,those pretty ?,Violet,1918.686,1921.885,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|those] [adj|pretty ?],,,,,,,,,,MotherofViolet_Violet010200_356
,357,Mother,Violet010200,you could wear those (t:t:trail off),Violet,1921.885,1931.085,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod|could] [v|wear] [pro:dem|those (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_357
,358,Mother,Violet010200,underneath (t:t:trail off),Violet,1931.085,1934.948,[],[1|0|INCROOT 2|1|PUNCT],[adv|underneath (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_358
,359,Mother,Violet010200,maybe (t:t:trail off),Violet,1934.948,1936.765,[],[1|0|INCROOT 2|1|PUNCT],[adv|maybe (mt:trail off)],,,,,,,,,,MotherofViolet_Violet010200_359
,360,Mother,Violet010200,these ?,Violet,1936.765,1938.678,[],[1|0|INCROOT 2|1|PUNCT],[pro:dem|these ?],,,,,,,,,,MotherofViolet_Violet010200_360
,361,Mother,Violet010200,how about that ?,Violet,1938.678,1942.446,[],[1|3|LINK] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[adv:int|how] [adv|about] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010200_361
,362,Mother,Violet010200,wanna do that .,Violet,1942.446,1948.01,[],[1|2|AUX] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[mod:aux|wanna] [v|do] [pro:dem|that .],,,,,,,,,,MotherofViolet_Violet010200_362
,363,Violet,Violet010200,xxx .,Violet,1948.01,1968.845,[],[],[],,,,,,,,,,VioletofViolet_Violet010200_363
,364,Mother,Violet010200,pants .,Violet,1968.845,1970.061,[],[1|0|ROOT 2|1|PUNCT],[v|pant-3S .],,,,,,,,,,MotherofViolet_Violet010200_364
,365,Mother,Violet010200,pants .,Violet,1970.061,1972.19,[],[1|0|ROOT 2|1|PUNCT],[v|pant-3S .],,,,,,,,,,MotherofViolet_Violet010200_365
,366,Mother,Violet010200,you have a shirt on that you can wear today .,Violet,1972.19,1976.813,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|4|NJCT] [6|9|LINK] [7|9|SUBJ] [8|9|AUX] [9|5|POBJ] [10|9|OBJ 11|2|PUNCT],[pro:per|you] [v|have] [det:art|a] [n|shirt] [prep|on] [pro:dem|that] [pro:per|you] [mod|can] [v|wear] [adv:tem|today .],,,,,,,,,,MotherofViolet_Violet010200_366
,367,Mother,Violet010200,right ?,Violet,1976.813,1977.59,CHI walks off camera again,[1|0|INCROOT 2|1|PUNCT],[co|right ?],,,,,,,,,,MotherofViolet_Violet010200_367
,368,Mother,Violet010200,where you going ?,Violet,1977.59,1986.19,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv:int|where] [pro:per|you] [part|go-PRESP ?],,,,,,,,,,MotherofViolet_Violet010200_368
,369,Mother,Violet010200,"well , we'll see if this fits you .",Violet,1986.19,1992.11,[],[1|5|COM 2|1|LP] [3|5|SUBJ 4|5|AUX] [5|0|ROOT] [6|8|LINK] [7|8|SUBJ] [8|5|CJCT] [9|8|OBJ 10|5|PUNCT],[co|well cm|cm] [pro:sub|we~mod|will] [v|see] [conj|if] [pro:dem|this] [v|fit-3S] [pro:per|you .],,,,,,,,,,MotherofViolet_Violet010200_369
