Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
804,780,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,2908.776,2912.715,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_780
805,781,Mother,Alex010614,Alex I (t:t:trail off),Alex,2912.716,2919.981,[],,,,,,,,,,,[1|0|INCROOT] [2|1|OM 3|1|PUNCT],[n:prop|Alex] [pro:sub|I (mt:trail off)],MotherofAlex_Alex010614_781
806,782,Mother,Alex010614,Mommy is not doing well at all today .,Alex,2919.981,2926.04,[],,,,,,,,,,,[1|4|SUBJ] [2|4|AUX] [3|2|NEG] [4|0|ROOT] [5|4|OBJ] [6|5|JCT] [7|8|QUANT] [8|6|POBJ 9|4|PUNCT],[n:prop|Mommy] [aux|be&3S] [neg|not] [part|do-PRESP] [co|well] [prep|at] [qn|all] [adv:tem|today .],MotherofAlex_Alex010614_782
807,783,Mother,Alex010614,usually we make millions of bubbles .,Alex,2926.04,2931.03,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|4|JCT] [6|5|POBJ 7|3|PUNCT],[adv|usual&dadj-LY] [pro:sub|we] [v|make] [det:num|million-PL] [prep|of] [n|bubble-PL .],MotherofAlex_Alex010614_783
808,784,Alex,Alex010614,yyy yyy .,Alex,2931.03,2933.36,difficult to discern as it's a high squeal but picture looks like he's making bilabial lip posture[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_784
809,785,Alex,Alex010614,yyy .,Alex,2933.36,2936.971,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_785
810,786,Mother,Alex010614,well there's two .,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[co|well] [pro:exist|there~cop|be&3S] [det:num|two .],MotherofAlex_Alex010614_786
811,787,Mother,Alex010614,there's two .,Alex,2936.971,2938.086,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:exist|there~cop|be&3S] [det:num|two .],MotherofAlex_Alex010614_787
812,788,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,2938.086,2945.168,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_788
813,789,Mother,Alex010614,thank you .,Alex,2945.168,2951.901,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_789
814,790,Mother,Alex010614,get it pop it pop it !,Alex,2951.901,2959.348,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|XCOMP] [6|5|OBJ 7|3|PUNCT],[v|get] [pro:per|it] [v|pop] [pro:per|it] [v|pop] [pro:per|it !],MotherofAlex_Alex010614_790
815,791,Mother,Alex010614,wow (t:t:self interruption),Alex,2959.348,2965.956,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow (mt:self interruption)],MotherofAlex_Alex010614_791
816,792,Alex,Alex010614,yyy yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_792
817,793,Mother,Alex010614,xxx if I try .,Alex,2965.956,2976.86,[],,,,,,,,,,,[] [1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[] [conj|if] [pro:sub|I] [v|try .],MotherofAlex_Alex010614_793
818,794,Mother,Alex010614,there .,Alex,2976.86,2979.58,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|there .],MotherofAlex_Alex010614_794
819,795,Mother,Alex010614,maybe you can catch em (replacement:replacement:them) if I try over there .,Alex,2979.58,2982.69,[],,,,,,,,,,,[1|4|JCT] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|8|LINK] [7|8|SUBJ] [8|4|CJCT] [9|8|JCT] [10|8|JCT 11|4|PUNCT],[adv|maybe] [pro:per|you] [mod|can] [v|catch] [pro:obj|them] [conj|if] [pro:sub|I] [v|try] [adv|over] [adv|there .],MotherofAlex_Alex010614_795
820,796,Alex,Alex010614,yyy yyy yyy .,Alex,2982.69,2990.438,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_796
821,797,Mother,Alex010614,I'll get it .,Alex,2990.438,2991.925,[],,,,,,,,,,,[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|PRED 5|3|PUNCT],[pro:sub|I~mod|will] [aux|get] [pro:per|it .],MotherofAlex_Alex010614_797
822,798,Mother,Alex010614,here .,Alex,2991.925,2994.96,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|here .],MotherofAlex_Alex010614_798
823,799,Mother,Alex010614,there you are .,Alex,2994.96,2999.555,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:per|you] [cop|be&PRES .],MotherofAlex_Alex010614_799
824,800,Alex,Alex010614,yyy .,Alex,2999.555,3005.478,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_800
825,801,Alex,Alex010614,yyy !,Alex,3005.478,3007.06,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_801
826,802,Mother,Alex010614,this one ?,Alex,3007.06,3009.653,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_802
827,803,Alex,Alex010614,yyy .,Alex,3009.653,3025.318,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_803
828,804,Mother,Alex010614,this one ?,Alex,3025.318,3033.553,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_804
829,805,Mother,Alex010614,thank you .,Alex,3033.553,3034.813,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],MotherofAlex_Alex010614_805
830,806,Mother,Alex010614,whoops .,Alex,3034.813,3052.98,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|whoops .],MotherofAlex_Alex010614_806
831,807,Alex,Alex010614,yyy yyy yyy .,Alex,3052.98,3062.776,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_807
832,808,Mother,Alex010614,there they go .,Alex,3062.776,3066.366,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:sub|they] [v|go .],MotherofAlex_Alex010614_808
833,809,Mother,Alex010614,d'you (replacement:replacement:do you) see em (replacement:replacement:them) ?,Alex,3066.366,3073.281,[],,,,,,,,,,,[1|3|AUX 2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|do pro:per|you] [v|see] [pro:obj|them ?],MotherofAlex_Alex010614_809
834,810,Alex,Alex010614,yyy .,Alex,3073.281,3075.173,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_810
835,811,Alex,Alex010614,yyy yyy yyy yyy yyy yyy yyy yyy .,Alex,3075.171,3081.113,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_811
836,812,Alex,Alex010614,yyy yyy yyy .,Alex,3081.115,3083.231,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_812
837,813,Alex,Alex010614,yyy yyy .,Alex,3083.231,3085.035,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_813
838,814,Alex,Alex010614,yyy yyy yyy .,Alex,3085.035,3087.101,second vowel is close front rounded[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_814
839,815,Alex,Alex010614,yyy yyy yyy .,Alex,3087.101,3089.418,second vowel is open back rounded not front[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_815
840,816,Alex,Alex010614,yyy yyy yyy .,Alex,3089.418,3091.613,first vowel is close+mid front not a diphthong[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_816
841,817,Mother,Alex010614,are you spelling ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[cop|be&PRES] [pro:per|you] [part|spell-PRESP ?],MotherofAlex_Alex010614_817
842,818,Alex,Alex010614,yyy yyy yyy .,Alex,3091.613,3093.53,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_818
843,819,Mother,Alex010614,what d'you (replacement:replacement:do you) spell ?,Alex,3093.53,3095.39,[],,,,,,,,,,,[1|4|LINK] [2|4|AUX 3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [mod|do pro:per|you] [v|spell ?],MotherofAlex_Alex010614_819
844,820,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,3095.39,3099.103,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_820
845,821,Mother,Alex010614,a .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[det:art|a .],MotherofAlex_Alex010614_821
846,822,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,3099.101,3102.64,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_822
847,823,Alex,Alex010614,yyy yyy yyy .,Alex,3102.643,3104.978,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_823
848,824,Alex,Alex010614,yyy .,Alex,3104.978,3106.64,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_824
849,825,Alex,Alex010614,yyy yyy yyy yyy yyy yyy .,Alex,3106.64,3110.291,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_825
850,826,Alex,Alex010614,yyy yyy .,Alex,3110.291,3112.043,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_826
851,827,Alex,Alex010614,yyy yyy yyy .,Alex,3112.043,3114.416,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_827
852,828,Alex,Alex010614,yyy yyy yyy .,Alex,3114.416,3118.365,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_828
853,829,Mother,Alex010614,pop !,Alex,3118.365,3123.955,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop !],MotherofAlex_Alex010614_829
854,830,Mother,Alex010614,ready (t:t:trail off),Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|ready (mt:trail off)],MotherofAlex_Alex010614_830
855,831,Mother,Alex010614,wow (.) wow .,Alex,3123.955,3142.843,[],,,,,,,,,,,[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|wow] [co|wow .],MotherofAlex_Alex010614_831
856,832,Mother,Alex010614,oh God bless you .,Alex,3142.843,3148.973,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[co|oh] [n:prop|God] [v|bless] [pro:per|you .],MotherofAlex_Alex010614_832
857,833,Mother,Alex010614,no no no Mommy help you .,Alex,3148.973,3151.13,[],,,,,,,,,,,[1|5|COM] [2|5|COM] [3|5|COM] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[co|no] [co|no] [co|no] [n:prop|Mommy] [v|help] [pro:per|you .],MotherofAlex_Alex010614_833
858,834,Mother,Alex010614,oh what a nice boy (.) okay .,Alex,3151.13,3156.51,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|OBJ] [6|5|POSTMOD 7|2|PUNCT],[co|oh] [pro:int|what] [det:art|a] [adj|nice] [n|boy] [adj|okay .],MotherofAlex_Alex010614_834
859,835,Alex,Alex010614,yyy yyy yyy yyy yyy yyy .,Alex,3156.51,3163.416,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_835
860,836,Alex,Alex010614,yyy yyy .,Alex,3163.416,3165.031,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_836
861,837,Alex,Alex010614,yyy .,Alex,3165.031,3166.703,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_837
862,838,Mother,Alex010614,the green .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|green .],MotherofAlex_Alex010614_838
863,839,Mother,Alex010614,green one ?,Alex,3166.703,3169.123,[],,,,,,,,,,,[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|green] [pro:indef|one ?],MotherofAlex_Alex010614_839
864,840,Mother,Alex010614,okay ?,Alex,3169.123,3184.708,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_840
865,841,Mother,Alex010614,you sharing ?,Alex,3184.708,3193.7,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:per|you] [part|share-PRESP ?],MotherofAlex_Alex010614_841
866,842,Mother,Alex010614,purple ?,Alex,3193.7,3196.725,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|purple ?],MotherofAlex_Alex010614_842
867,843,Alex,Alex010614,yyy yyy yyy .,Alex,3196.725,3199.506,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_843
868,844,Alex,Alex010614,yyy yyy yyy .,Alex,3199.506,3201.36,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_844
869,845,Mother,Alex010614,pop pop pop .,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|pop] [n|pop] [n|pop .],MotherofAlex_Alex010614_845
870,846,Mother,Alex010614,pop the bubbles .,Alex,3201.36,3203.055,[],,,,,,,,,,,[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|pop] [det:art|the] [n|bubble-PL .],MotherofAlex_Alex010614_846
871,847,Alex,Alex010614,{ pop (?) } .,Alex,3203.055,3205.225,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop .],AlexofAlex_Alex010614_847
872,848,Alex,Alex010614,{ pop (?) } .,Alex,3205.225,3206.555,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|pop .],AlexofAlex_Alex010614_848
873,849,Mother,Alex010614,pop pop pop pop .,Alex,3206.555,3208.256,[],,,,,,,,,,,[1|4|MOD] [2|4|MOD] [3|4|MOD] [4|0|ROOT 5|4|PUNCT],[n|pop] [n|pop] [n|pop] [n|pop .],MotherofAlex_Alex010614_849
874,850,Mother,Alex010614,pop the bubbles .,Alex,3208.256,3210.025,[],,,,,,,,,,,[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|pop] [det:art|the] [n|bubble-PL .],MotherofAlex_Alex010614_850
875,851,Mother,Alex010614,these bubbles stink .,Alex,3210.025,3213.083,[],,,,,,,,,,,[1|2|DET] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[pro:dem|these] [n|bubble-PL] [v|stink .],MotherofAlex_Alex010614_851
876,852,Mother,Alex010614,nope (replacement:replacement:no) .,Alex,3213.083,3217.22,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|no .],MotherofAlex_Alex010614_852
877,853,Alex,Alex010614,yyy yyy .,Alex,3217.22,3221.5,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_853
878,854,Alex,Alex010614,yyy .,Alex,3221.5,3222.713,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_854
879,855,Alex,Alex010614,yyy yyy yyy yyy .,Alex,3222.713,3229.706,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_855
880,856,Mother,Alex010614,purple .,Alex,3229.706,3233.436,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|purple .],MotherofAlex_Alex010614_856
881,857,Mother,Alex010614,green .,Alex,3233.436,3235.543,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|green .],MotherofAlex_Alex010614_857
882,858,Mother,Alex010614,orange .,Alex,3235.543,3238.115,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|orange .],MotherofAlex_Alex010614_858
883,859,Alex,Alex010614,yyy yyy .,Alex,3238.115,3242.975,difficult to hear[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_859
884,860,Mother,Alex010614,which one ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|LINK] [2|0|INCROOT 3|2|PUNCT],[pro:rel|which] [pro:indef|one ?],MotherofAlex_Alex010614_860
885,861,Mother,Alex010614,this one ?,Alex,3242.975,3244.85,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_861
886,862,Mother,Alex010614,you wanna share that one (.) no ?,Alex,3244.85,3247.678,[],,,,,,,,,,,[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|COM 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|share] [pro:dem|that] [pro:indef|one] [co|no ?],MotherofAlex_Alex010614_862
887,863,Mother,Alex010614,this one thank you .,Alex,3247.678,3253.778,[],,,,,,,,,,,[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:dem|this] [pro:indef|one] [v|thank] [pro:per|you .],MotherofAlex_Alex010614_863
888,864,Mother,Alex010614,thank you for sharing .,Alex,3253.778,3256.463,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|3|POBJ 5|1|PUNCT],[v|thank] [pro:per|you] [prep|for] [n:gerund|share-PRESP .],MotherofAlex_Alex010614_864
889,865,Mother,Alex010614,oh Alex what is going on here .,Alex,3256.463,3266.106,[],,,,,,,,,,,[1|5|COM] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|6|POBJ 8|5|PUNCT],[co|oh] [n:prop|Alex] [pro:int|what] [aux|be&3S] [part|go-PRESP] [prep|on] [adv|here .],MotherofAlex_Alex010614_865
890,866,Mother,Alex010614,can I try that one ?,Alex,3266.106,3282.248,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[mod|can] [pro:sub|I] [v|try] [pro:dem|that] [pro:indef|one ?],MotherofAlex_Alex010614_866
891,867,Mother,Alex010614,this one's the only one that works the best .,Alex,3282.248,3294.781,[],,,,,,,,,,,[1|2|DET] [2|3|SUBJ 3|0|ROOT] [4|6|DET] [5|6|QUANT] [6|3|PRED] [7|8|LINK] [8|6|CMOD] [9|10|DET] [10|8|OBJ 11|3|PUNCT],[pro:dem|this] [pro:indef|one~cop|be&3S] [det:art|the] [qn|only] [pro:indef|one] [pro:rel|that] [v|work-3S] [det:art|the] [adj|good&SP .],MotherofAlex_Alex010614_867
892,868,Mother,Alex010614,please take that out of your mouth .,Alex,3294.781,3296.748,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|4|JCT] [6|7|MOD] [7|5|POBJ 8|2|PUNCT],[co|please] [v|take] [pro:dem|that] [adv|out] [prep|of] [det:poss|your] [n|mouth .],MotherofAlex_Alex010614_868
893,869,Mother,Alex010614,no .,Alex,3296.748,3298.716,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|no .],MotherofAlex_Alex010614_869
894,870,Mother,Alex010614,would you like me to pick that up for you ?,Alex,3298.716,3306.231,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|INF] [6|3|XCOMP] [7|6|OBJ] [8|6|JCT] [9|6|JCT] [10|9|POBJ 11|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [pro:obj|me] [inf|to] [v|pick] [pro:dem|that] [adv|up] [prep|for] [pro:per|you ?],MotherofAlex_Alex010614_870
895,871,Mother,Alex010614,wow .,Alex,3306.231,3308.678,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_871
896,872,Mother,Alex010614,here ya (replacement:replacement:you) go .,Alex,3308.678,3319.29,[],,,,,,,,,,,[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:per|you] [v|go .],MotherofAlex_Alex010614_872
897,873,Mother,Alex010614,three ?,Alex,3319.29,3330.226,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[det:num|three ?],MotherofAlex_Alex010614_873
898,874,Mother,Alex010614,one (.) two (t:t:self interruption),Alex,3330.226,3333.376,[],,,,,,,,,,,[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|one] [det:num|two (mt:self interruption)],MotherofAlex_Alex010614_874
899,875,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_875
900,876,Mother,Alex010614,three (.) green .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|three] [n|green .],MotherofAlex_Alex010614_876
901,877,Alex,Alex010614,yyy yyy yyy .,Alex,3333.376,3335.065,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_877
902,878,Mother,Alex010614,oh thank you honey .,Alex,3335.065,3350.06,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[co|oh] [v|thank] [pro:per|you] [n|honey .],MotherofAlex_Alex010614_878
903,879,Alex,Alex010614,yyy .,Alex,3350.06,3363.025,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_879
904,880,Mother,Alex010614,there .,Alex,3363.025,3375.525,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|there .],MotherofAlex_Alex010614_880
905,881,Alex,Alex010614,yyy .,Alex,3375.525,3382.751,vowel shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_881
906,882,Mother,Alex010614,that chair ?,Alex,3382.751,3384.238,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|that] [n|chair ?],MotherofAlex_Alex010614_882
907,883,Mother,Alex010614,go head .,Alex,3384.238,3385.991,[],,,,,,,,,,,[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|go] [n|head .],MotherofAlex_Alex010614_883
908,884,Mother,Alex010614,okay ?,Alex,3385.991,3397.298,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay ?],MotherofAlex_Alex010614_884
909,885,Mother,Alex010614,ups .,Alex,3397.298,3398.693,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:pt|ups .],MotherofAlex_Alex010614_885
910,886,Mother,Alex010614,there .,Alex,3398.693,3402.775,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|there .],MotherofAlex_Alex010614_886
911,887,Alex,Alex010614,yyy yyy yyy .,Alex,3402.775,3407.031,all vowels shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_887
912,888,Alex,Alex010614,yyy .,Alex,3407.031,3408.423,vowel is shortened[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_888
913,889,Alex,Alex010614,yyy .,Alex,3408.423,3410.385,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_889
914,890,Mother,Alex010614,d'you (replacement:replacement:do you) wanna get down ?,Alex,3410.385,3411.78,[],,,,,,,,,,,[1|4|AUX 2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[mod|do pro:per|you] [mod:aux|wanna] [v|get] [adv|down ?],MotherofAlex_Alex010614_890
915,891,Mother,Alex010614,there .,Alex,3411.78,3415.568,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adv|there .],MotherofAlex_Alex010614_891
916,892,Alex,Alex010614,yyy yyy yyy yyy .,Alex,3415.568,3423.058,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_892
917,893,Mother,Alex010614,Alex look at Mommy for a minute .,Alex,3423.058,3428.098,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ] [5|2|JCT] [6|7|DET] [7|5|POBJ 8|2|PUNCT],[n:prop|Alex] [v|look] [prep|at] [n:prop|Mommy] [prep|for] [det:art|a] [n|minute .],MotherofAlex_Alex010614_893
918,894,Mother,Alex010614,lemme (replacement:replacement:let me) see .,Alex,3428.098,3429.498,[],,,,,,,,,,,[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let&ZERO pro:obj|me] [v|see .],MotherofAlex_Alex010614_894
919,895,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_895
920,896,Mother,Alex010614,okay .,Alex,3429.498,3430.681,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_896
921,897,Alex,Alex010614,yyy .,Alex,3430.681,3432.036,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_897
922,898,Mother,Alex010614,alright thank you .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|COM] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[co|alright] [v|thank] [pro:per|you .],MotherofAlex_Alex010614_898
923,899,Alex,Alex010614,yyy yyy yyy yyy yyy yyy .,Alex,3432.036,3446.72,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_899
924,900,Mother,Alex010614,pop pop get it get it pop it pop .,Alex,0.0,0.0,[],,,,,,,,,,,[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|5|SUBJ] [5|3|COMP] [6|7|SUBJ] [7|5|COMP] [8|9|MOD] [9|7|OBJ 10|3|PUNCT],[n|pop] [n|pop] [v|get] [pro:per|it] [v|get] [pro:per|it] [v|pop] [pro:per|it] [n|pop .],MotherofAlex_Alex010614_900
925,901,Alex,Alex010614,yyy yyy .,Alex,3446.721,3450.703,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_901
926,902,Alex,Alex010614,yyy yyy yyy .,Alex,3450.703,3453.653,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_902
927,903,Mother,Alex010614,Alex .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:prop|Alex .],MotherofAlex_Alex010614_903
928,904,Alex,Alex010614,yyy yyy yyy .,Alex,3453.653,3455.445,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_904
929,905,Alex,Alex010614,yyy yyy .,Alex,3455.445,3457.553,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_905
930,906,Alex,Alex010614,yyy yyy yyy yyy yyy .,Alex,3457.553,3467.878,difficult to hear[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_906
931,907,Alex,Alex010614,yyy yyy yyy .,Alex,3467.876,3475.02,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_907
932,908,Mother,Alex010614,do you want this one ?,Alex,0.0,0.0,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[mod|do] [pro:per|you] [v|want] [pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_908
933,909,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_909
934,910,Alex,Alex010614,yyy yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_910
