Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,S-lifting,GRASP,Morphology,uttid
241,235,Alex,Alex010614,yyy yyy yyy .,Alex,918.288,920.491,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_235
242,236,Mother,Alex010614,okay (t:t:self interruption),Alex,920.491,925.166,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay (mt:self interruption)],MotherofAlex_Alex010614_236
243,237,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_237
244,238,Alex,Alex010614,yyy yyy .,Alex,925.166,926.753,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_238
245,239,Mother,Alex010614,still don't know where this goes Alex .,Alex,926.751,936.83,[],,,,,,,,,,,[1|4|JCT] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|7|LINK] [6|7|SUBJ] [7|4|COMP] [8|7|OBJ 9|4|PUNCT],[adv|still] [mod|do~neg|not] [v|know] [adv:int|where] [pro:dem|this] [v|go-3S] [n:prop|Alex .],MotherofAlex_Alex010614_239
246,240,Alex,Alex010614,yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_240
247,241,Alex,Alex010614,yyy yyy .,Alex,936.83,938.898,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_241
248,242,Alex,Alex010614,yyy yyy .,Alex,938.898,941.053,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_242
249,243,Mother,Alex010614,you scared me .,Alex,941.053,943.453,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|scare-PAST] [pro:obj|me .],MotherofAlex_Alex010614_243
250,244,Mother,Alex010614,d'you (replacement:replacement:do you) wanna help Mommy ?,Alex,943.453,959.093,[],,,,,,,,,,,[1|4|AUX 2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[mod|do pro:per|you] [mod:aux|wanna] [v|help] [n:prop|Mommy ?],MotherofAlex_Alex010614_244
251,245,Mother,Alex010614,whoop<s> .,Alex,959.093,961.281,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|whoops .],MotherofAlex_Alex010614_245
252,246,Mother,Alex010614,or d'you (replacement:replacement:do you) want to try something different .,Alex,961.281,964.741,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT 3|2|OBJ] [4|2|COMP] [5|6|INF] [6|4|XCOMP] [7|6|OBJ] [8|7|POSTMOD 9|2|PUNCT],[coord|or] [v|do pro:per|you] [v|want] [inf|to] [v|try] [pro:indef|something] [adj|different .],MotherofAlex_Alex010614_246
253,247,Mother,Alex010614,who's that ?,Alex,964.741,971.358,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_247
254,248,Toy,Alex010614,xxx right there .,Alex,971.358,975.456,[],,,,,,,,,,,[] [1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[] [adv|right] [adv|there .],ToyofAlex_Alex010614_248
255,249,Alex,Alex010614,yyy yyy yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_249
256,250,Mother,Alex010614,Bert .,Alex,975.456,977.766,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:prop|Bert .],MotherofAlex_Alex010614_250
257,251,Mother,Alex010614,and the piggy+bank .,Alex,977.766,979.955,[],,,,,,,,,,,[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|the] [n|+n|piggy+n|bank .],MotherofAlex_Alex010614_251
258,252,Mother,Alex010614,Ernie .,Alex,979.955,981.831,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:prop|Ernie .],MotherofAlex_Alex010614_252
259,253,Mother,Alex010614,can you read to Mommy ?,Alex,981.831,991.906,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[mod|can] [pro:per|you] [v|read&ZERO] [prep|to] [n:prop|Mommy ?],MotherofAlex_Alex010614_253
260,254,Mother,Alex010614,can you read the book to Mommy ?,Alex,991.906,994.951,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|6|POBJ 8|3|PUNCT],[mod|can] [pro:per|you] [v|read&ZERO] [det:art|the] [n|book] [prep|to] [n:prop|Mommy ?],MotherofAlex_Alex010614_254
261,255,Mother,Alex010614,where's the little pigs ?,Alex,994.951,1025.676,[],,,,,,,,,,,[1|2|LINK 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [adj|little] [n|pig-PL ?],MotherofAlex_Alex010614_255
262,256,Mother,Alex010614,where's the little piggies ?,Alex,1025.676,1027.771,[],,,,,,,,,,,[1|2|LINK 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [adj|little] [n|pig-DIM-PL ?],MotherofAlex_Alex010614_256
263,257,Alex,Alex010614,yyy .,Alex,1027.771,1045.785,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_257
264,258,Mother,Alex010614,ooh Mommy likes this book .,Alex,0.0,0.0,[],,,,,,,,,,,[1|0|ROOT] [2|3|SUBJ] [3|1|COMP] [4|5|DET] [5|3|OBJ 6|1|PUNCT],[v|ooh] [n:prop|Mommy] [v|like-3S] [pro:dem|this] [n|book .],MotherofAlex_Alex010614_258
265,259,Alex,Alex010614,yyy .,Alex,0.0,0.0,[],,,,,,,,,,,[],[],AlexofAlex_Alex010614_259
266,260,Mother,Alex010614,ooh Sydney shark's seaside shanties .,Alex,1045.785,1051.343,[],,,,,,,,,,,[1|0|ROOT] [2|6|MOD] [3|6|MOD 4|3|POSS] [5|6|MOD] [6|1|OBJ 7|1|PUNCT],[v|ooh] [n:prop|Sydney] [n|shark~poss|s] [n|seaside] [n|shanty-PL .],MotherofAlex_Alex010614_260
267,261,Mother,Alex010614,shark .,Alex,1051.343,1053.751,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|shark .],MotherofAlex_Alex010614_261
268,262,Mother,Alex010614,and these are all the little fishies .,Alex,1053.751,1055.656,[],,,,,,,,,,,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|7|QUANT] [5|7|DET] [6|7|MOD] [7|3|PRED 8|3|PUNCT],[coord|and] [pro:dem|these] [cop|be&PRES] [qn|all] [det:art|the] [adj|little] [n|fish-DIM-PL .],MotherofAlex_Alex010614_262
269,263,Mother,Alex010614,right here (.) yikes !,Alex,1055.656,1057.1,[],,,,,,,,,,,[1|2|JCT] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[adv|right] [adv|here] [co|yikes !],MotherofAlex_Alex010614_263
270,264,Mother,Alex010614,the crab .,Alex,1057.1,1061.241,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|crab .],MotherofAlex_Alex010614_264
271,265,Mother,Alex010614,the crab likes walking sideways and I think the reason why (t:t:trail off),Alex,1061.241,1064.703,[],,,,,,,,,,,[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|PUNCT] [5|4|JCT] [6|8|LINK] [7|8|SUBJ] [8|4|ROOT] [9|10|DET] [10|8|OBJ] [11|8|INCROOT 12|11|PUNCT],[det:art|the] [n|crab] [v|like-3S] [part|walk-PRESP] [adv|sideways] [coord|and] [pro:sub|I] [v|think] [det:art|the] [n|reason] [adv:int|why (mt:trail off)],MotherofAlex_Alex010614_265
272,266,Mother,Alex010614,is to make himself look sneaky and pretend that he's a spy .,Alex,1064.703,1069.458,[],,,,,,,,,,,[1|0|ROOT] [2|3|INF] [3|1|XCOMP] [4|3|OBJ] [5|6|COM] [6|4|PRED] [7|6|CONJ] [8|7|COORD] [9|13|LINK] [10|13|SUBJ 11|13|AUX] [12|13|DET] [13|8|CMOD 14|1|PUNCT],[cop|be&3S] [inf|to] [v|make] [pro:refl|himself] [co|look] [adj|sneak&dv-Y] [coord|and] [adj|pretend] [pro:rel|that] [pro:sub|he~aux|be&3S] [det:art|a] [n|spy .],MotherofAlex_Alex010614_266
273,267,Mother,Alex010614,here's the turtles .,Alex,1069.458,1071.368,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|the] [n|turtle-PL .],MotherofAlex_Alex010614_267
274,268,Mother,Alex010614,we crawl up the beach from the water (.) .,Alex,1071.368,1074.026,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|2|OBJ] [6|5|NJCT] [7|8|DET] [8|6|POBJ 9|2|PUNCT],[pro:sub|we] [v|crawl] [adv|up] [det:art|the] [n|beach] [prep|from] [det:art|the] [n|water .],MotherofAlex_Alex010614_268
275,269,Mother,Alex010614,to bury our eggs on dry land (t:t:trail off),Alex,1074.026,1075.986,[],,,,,,,,,,,[1|2|INF] [2|0|ROOT] [3|4|MOD] [4|2|OBJ] [5|6|JCT] [6|7|MOD] [7|2|OBJ 8|2|PUNCT],[inf|to] [v|bury] [det:poss|our] [n|egg-PL] [adv|on] [adj|dry] [n|land (mt:trail off)],MotherofAlex_Alex010614_269
276,270,Mother,Alex010614,we lay a whole batch and then when they hatch they scamper up out in the sand .,Alex,1075.986,1081.056,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|OBJ] [6|2|CONJ] [7|12|JCT] [8|10|LINK] [9|10|SUBJ] [10|12|CJCT] [11|12|SUBJ] [12|6|COORD] [13|12|JCT] [14|12|JCT] [15|12|JCT] [16|17|DET] [17|15|POBJ 18|2|PUNCT],[pro:sub|we] [v|lay] [det:art|a] [adj|whole] [n|batch] [coord|and] [adv:tem|then] [conj|when] [pro:sub|they] [v|hatch] [pro:sub|they] [v|scamper] [adv|up] [adv|out] [prep|in] [det:art|the] [n|sand .],MotherofAlex_Alex010614_270
277,271,Mother,Alex010614,pidder@o padder@o .,Alex,1081.056,1082.308,[],,,,,,,,,,,[1|0|INCROOT] [2|1|ENUM 3|1|PUNCT],[on|pidder] [on|padder .],MotherofAlex_Alex010614_271
278,272,Mother,Alex010614,oh pretty .,Alex,1082.308,1085.648,[],,,,,,,,,,,[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[co|oh] [adv|pretty .],MotherofAlex_Alex010614_272
279,273,Mother,Alex010614,angelfish .,Alex,1085.648,1087.588,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|+n|angel+n|fish .],MotherofAlex_Alex010614_273
280,274,Mother,Alex010614,hello (.) I'm the angelfish .,Alex,1087.588,1089.696,[],,,,,,,,,,,[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|DET] [5|3|PRED 6|3|PUNCT],[co|hello] [pro:sub|I~cop|be&1S] [det:art|the] [n|+n|angel+n|fish .],MotherofAlex_Alex010614_274
281,275,Mother,Alex010614,darling .,Alex,1089.696,1091.57,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|darling .],MotherofAlex_Alex010614_275
282,276,Mother,Alex010614,the prettiest thing in the sea .,Alex,1091.57,1093.91,[],,,,,,,,,,,[1|3|DET] [2|3|MOD] [3|0|INCROOT] [4|3|NJCT] [5|6|DET] [6|4|POBJ 7|3|PUNCT],[det:art|the] [adj|pretty-SP] [n|thing] [prep|in] [det:art|the] [n|sea .],MotherofAlex_Alex010614_276
283,277,Mother,Alex010614,what a shame there are no other creatures as gorgeous and lovely as me .,Alex,1093.91,1098.758,[],,,,,,,,,,,[1|5|LINK] [2|3|DET] [3|5|SUBJ] [4|3|NJCT] [5|0|ROOT] [6|8|QUANT] [7|8|QUANT] [8|5|PRED] [9|8|NJCT] [10|9|PRED] [11|10|CONJ] [12|11|COORD] [13|12|JCT] [14|13|POBJ 15|5|PUNCT],[pro:int|what] [det:art|a] [n|shame] [adv|there] [cop|be&PRES] [qn|no] [qn|other] [n|creature-PL] [adv|as] [adj|gorgeous] [coord|and] [adj|love&dn-LY] [prep|as] [pro:obj|me .],MotherofAlex_Alex010614_277
284,278,Mother,Alex010614,whoop<s> .,Alex,1098.758,1101.021,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|whoops .],MotherofAlex_Alex010614_278
285,279,Mother,Alex010614,what's that ?,Alex,1101.021,1101.973,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],MotherofAlex_Alex010614_279
286,280,Mother,Alex010614,the walrus .,Alex,1101.973,1104.243,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|walrus .],MotherofAlex_Alex010614_280
287,281,Mother,Alex010614,wow .,Alex,1104.243,1106.228,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_281
288,282,Mother,Alex010614,wan (replacement:replacement:want) go backwards ?,Alex,1106.228,1107.525,[],,,,,,,,,,,[1|0|ROOT] [2|1|XCOMP] [3|2|JCT 4|1|PUNCT],[v|want] [v|go] [adv|backwards ?],MotherofAlex_Alex010614_282
289,283,Mother,Alex010614,the jelly fish .,Alex,1107.525,1111.188,[],,,,,,,,,,,[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|the] [n|jelly] [n|fish .],MotherofAlex_Alex010614_283
290,284,Mother,Alex010614,turtles .,Alex,1111.188,1116.421,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|turtle-PL .],MotherofAlex_Alex010614_284
291,285,Mother,Alex010614,crab .,Alex,1116.421,1118.22,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|crab .],MotherofAlex_Alex010614_285
292,286,Mother,Alex010614,and the shark .,Alex,1118.22,1119.841,[],,,,,,,,,,,[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|the] [n|shark .],MotherofAlex_Alex010614_286
293,287,Mother,Alex010614,wow .,Alex,1119.841,1126.183,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|wow .],MotherofAlex_Alex010614_287
294,288,Mother,Alex010614,very nice .,Alex,1126.183,1128.943,[],,,,,,,,,,,[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|very] [adj|nice .],MotherofAlex_Alex010614_288
295,289,Mother,Alex010614,what's this one ?,Alex,1128.943,1130.896,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_289
296,290,Mother,Alex010614,rubber duckies don't say quack .,Alex,1130.896,1134.706,[],,,,,,,,,,,[1|2|MOD] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[n|rubber] [n|duck-DIM-PL] [mod|do~neg|not] [v|say] [n|quack .],MotherofAlex_Alex010614_290
297,291,Mother,Alex010614,ready ?,Alex,1134.706,1137.983,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[adj|ready ?],MotherofAlex_Alex010614_291
298,292,Mother,Alex010614,cows moo pigeons coo goats bleat birdies tweet .,Alex,1137.983,1143.973,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|7|MOD] [6|7|MOD] [7|8|MOD] [8|4|COMP 9|2|PUNCT],[n|cow-PL] [v|moo] [n|pigeon-PL] [v|coo] [n|goat-PL] [n|bleat] [n|bird-DIM-PL] [on|tweet .],MotherofAlex_Alex010614_292
299,293,Mother,Alex010614,but rubber duckies don't say quack .,Alex,1143.973,1145.581,[],,,,,,,,,,,[1|6|LINK] [2|3|MOD] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|0|ROOT] [7|6|OBJ 8|6|PUNCT],[conj|but] [n|rubber] [n|duck-DIM-PL] [mod|do~neg|not] [v|say] [n|quack .],MotherofAlex_Alex010614_293
300,294,Mother,Alex010614,chicks peep crickets cheap horses neigh donkeys spray (.) but rubber duckies never say quack .,Alex,1145.581,1155.036,[],,,,,,,,,,,[1|3|MOD] [2|3|MOD] [3|6|LINK] [4|5|MOD] [5|6|SUBJ] [6|0|ROOT] [7|8|MOD] [8|6|OBJ] [9|6|JCT] [10|11|MOD] [11|9|POBJ] [12|13|JCT] [13|6|CJCT] [14|13|OBJ 15|6|PUNCT],[n|chick-PL] [n|peep] [n|cricket-PL] [adj|cheap] [n|horse-PL] [v|neigh] [n|donkey-PL] [n|spray] [conj|but] [n|rubber] [n|duck-DIM-PL] [adv|never] [v|say] [n|quack .],MotherofAlex_Alex010614_294
301,295,Mother,Alex010614,parrots talk hens squawk peacocks shriek and children speak .,Alex,1155.036,1162.526,[],,,,,,,,,,,[1|4|LINK] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT] [5|6|MOD] [6|4|OBJ] [7|4|CONJ] [8|9|SUBJ] [9|7|COORD 10|4|PUNCT],[v|parrot-3S] [n|talk] [n|hen-PL] [v|squawk] [n|peacock-PL] [n|shriek] [coord|and] [n|child&PL] [v|speak .],MotherofAlex_Alex010614_295
302,296,Mother,Alex010614,but rubber duckies absolutely never say quack .,Alex,1162.526,1165.143,[],,,,,,,,,,,[1|3|LINK] [2|3|MOD] [3|6|SUBJ] [4|6|JCT] [5|6|JCT] [6|0|ROOT] [7|6|OBJ 8|6|PUNCT],[conj|but] [n|rubber] [n|duck-DIM-PL] [adv|absolute&dadj-LY] [adv|never] [v|say] [n|quack .],MotherofAlex_Alex010614_296
303,297,Mother,Alex010614,pigs snuffle bunnies wuffle@o roosters crow and elephants blow (.) but rubber duckies absolutely never (.) ever say quack .,Alex,1165.143,1178.973,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|3|CONJ] [5|6|MOD] [6|4|COORD] [7|6|CONJ] [8|9|MOD] [9|7|COORD] [10|12|MOD] [11|12|MOD] [12|9|CMOD] [13|14|JCT] [14|12|NJCT] [15|16|JCT] [16|12|CJCT] [17|16|OBJ 18|2|PUNCT],[n|pig-PL] [v|snuffle] [n|bunny-PL] [on|wuffle] [n|rooster-PL] [n|crow] [coord|and] [n|elephant-PL] [n|blow] [conj|but] [n|rubber] [n|duck-DIM-PL] [adv|absolute&dadj-LY] [adv|never] [adv|ever] [v|say] [n|quack .],MotherofAlex_Alex010614_297
304,298,Mother,Alex010614,what do rubber duckies say ?,Alex,1178.973,1180.623,[],,,,,,,,,,,[1|2|LINK] [2|0|ROOT] [3|4|MOD] [4|5|SUBJ] [5|2|COMP 6|2|PUNCT],[det:int|what] [v|do] [n|rubber] [n|duck-DIM-PL] [v|say ?],MotherofAlex_Alex010614_298
305,299,Mother,Alex010614,rubber duckies say squeak !,Alex,1180.623,1184.836,[],,,,,,,,,,,[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[n|rubber] [n|duck-DIM-PL] [v|say] [n|squeak !],MotherofAlex_Alex010614_299
306,300,Mother,Alex010614,where's your other books ?,Alex,1184.836,1190.59,[],,,,,,,,,,,[1|2|LINK 2|0|ROOT] [3|5|MOD] [4|5|QUANT] [5|2|PRED 6|2|PUNCT],[adv:int|where~cop|be&3S] [det:poss|your] [qn|other] [n|book-PL ?],MotherofAlex_Alex010614_300
307,301,Mother,Alex010614,would you like to get more books ?,Alex,1190.59,1192.64,[],,,,,,,,,,,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|7|QUANT] [7|5|OBJ 8|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [inf|to] [v|get] [qn|more] [n|book-PL ?],MotherofAlex_Alex010614_301
308,302,Toy,Alex010614,xxx right there .,Alex,1192.64,1196.978,[],,,,,,,,,,,[] [1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[] [adv|right] [adv|there .],ToyofAlex_Alex010614_302
309,303,Mother,Alex010614,yeah you don't like that one I don't .,Alex,1196.978,1203.636,[],,,,,,,,,,,[1|5|COM] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|11|SUBJ] [9|11|AUX 10|9|NEG 11|5|PUNCT],[co|yeah] [pro:per|you] [mod|do~neg|not] [v|like] [pro:dem|that] [pro:indef|one] [pro:sub|I] [mod|do~neg|not .],MotherofAlex_Alex010614_303
310,304,Mother,Alex010614,oh a squeaky book .,Alex,1203.636,1207.326,[],,,,,,,,,,,[1|4|COM] [2|4|DET] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[co|oh] [det:art|a] [adj|squeak&dv-Y] [n|book .],MotherofAlex_Alex010614_304
311,305,Mother,Alex010614,turtle .,Alex,1207.326,1209.238,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n|turtle .],MotherofAlex_Alex010614_305
312,306,Mother,Alex010614,no ?,Alex,1209.238,1212.153,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|no ?],MotherofAlex_Alex010614_306
313,307,Mother,Alex010614,this one ?,Alex,1212.153,1215.953,[],,,,,,,,,,,[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [pro:indef|one ?],MotherofAlex_Alex010614_307
314,308,Mother,Alex010614,c'mere (replacement:replacement:come here) ,Alex,1215.953,1219.366,[],,,,,,,,,,,[1|0|ROOT 2|3|JCT] [3|1|COMP 4|3|OBJ] ,[v|come adv|here] ,MotherofAlex_Alex010614_308
315,308,Mother,Alex010614,lemme (replacement:replacement:let me) see your face .,Alex,1215.953,1219.366,[],,,,,,,,,,,[5|3|XCOMP] [6|7|MOD] [7|5|OBJ 8|1|PUNCT], [v|let&ZERO pro:obj|me] [v|see] [det:poss|your] [n|face .],MotherofAlex_Alex010614_308
316,309,Mother,Alex010614,wait a minute ,Alex,1219.366,1221.825,[],,,,,,,,,,,[1|6|LINK] [2|3|DET] [3|6|SUBJ],[v|wait] [det:art|a] [n|minute],MotherofAlex_Alex010614_309
317,309,Mother,Alex010614,don't do that ,Alex,1219.366,1221.825,[],,,,,,,,,,,[4|6|AUX 5|4|NEG] [6|0|ROOT] [7|9|JCT] , [mod|do~neg|not] [v|do] [det:dem|that] ,MotherofAlex_Alex010614_309
318,309,Mother,Alex010614, Mommy help you .,Alex,1219.366,1221.825,[],,,,,,,,,,,[8|9|SUBJ] [9|6|COMP] [10|9|OBJ 11|6|PUNCT],[n:prop|Mommy] [v|help] [pro:per|you .],MotherofAlex_Alex010614_309
319,310,Mother,Alex010614,Mommy help you .,Alex,1221.825,1222.681,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[n:prop|Mommy] [v|help] [pro:per|you .],MotherofAlex_Alex010614_310
320,311,Mother,Alex010614,okay (.) alright ?,Alex,1222.681,1224.655,[],,,,,,,,,,,[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|okay] [co|alright ?],MotherofAlex_Alex010614_311
321,312,Mother,Alex010614,you okay ?,Alex,1224.655,1229.04,[],,,,,,,,,,,[1|2|SUBJ] [2|0|INCROOT 3|2|PUNCT],[pro:per|you] [co|okay ?],MotherofAlex_Alex010614_312
322,313,Mother,Alex010614,would you like a drink ?,Alex,1229.04,1232.095,[],,,,,,,,,,,[1|2|AUX] [2|0|ROOT] [3|2|COM] [4|5|DET] [5|3|OBJ 6|2|PUNCT],[mod|will&COND] [pro:per|you] [conj|like] [det:art|a] [n|drink ?],MotherofAlex_Alex010614_313
323,314,Mother,Alex010614,I'm not holding it ,Alex,1232.095,1236.378,[],,,,,,,,,,,[1|2|SUBJ 2|0|ROOT] [3|2|NEG] [4|2|PRED] [5|2|PRED] ,[pro:sub|I~cop|be&1S] [neg|not] [part|hold-PRESP] [pro:per|it],MotherofAlex_Alex010614_314
324,314,Mother,Alex010614, you have_to hold it .,Alex,1232.095,1236.378,[],,,,,,,,,,, [6|8|SUBJ] [7|8|AUX] [8|5|CMOD] [9|8|OBJ 10|2|PUNCT],[pro:per|you] [mod:aux|have_to] [v|hold] [pro:per|it .],MotherofAlex_Alex010614_314
325,315,Mother,Alex010614,alright ?,Alex,1236.378,1242.251,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|alright ?],MotherofAlex_Alex010614_315
326,316,Mother,Alex010614,okay .,Alex,1242.251,1245.723,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[co|okay .],MotherofAlex_Alex010614_316
327,317,Mother,Alex010614,friends all day .,Alex,1245.723,1250.693,[],,,,,,,,,,,[1|3|MOD] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[n|friend-PL] [adv|all] [n|day .],MotherofAlex_Alex010614_317
328,318,Mother,Alex010614,big bird (.) I wake up every morning (.) I greet the shining star .,Alex,1250.693,1256.215,[],,,,,,,,,,,[1|2|MOD] [2|4|LINK] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|7|QUANT] [7|9|JCT] [8|9|SUBJ] [9|4|COMP] [10|12|DET] [11|12|MOD] [12|9|OBJ 13|4|PUNCT],[adj|big] [n|bird] [pro:sub|I] [v|wake] [adv|up] [qn|every] [n|morning] [pro:sub|I] [v|greet] [det:art|the] [part|shine-PRESP] [n|star .],MotherofAlex_Alex010614_318
329,319,Mother,Alex010614,sun (.) then when I wake up Rita we're ready for some fun .,Alex,1256.215,1259.84,[],,,,,,,,,,,[1|0|ROOT] [2|1|JCT] [3|5|LINK] [4|5|SUBJ] [5|1|CJCT] [6|5|JCT] [7|10|JCT] [8|10|SUBJ 9|10|AUX] [10|5|COMP] [11|10|JCT] [12|13|QUANT] [13|11|POBJ 14|1|PUNCT],[v|sun] [adv:tem|then] [conj|when] [pro:sub|I] [v|wake] [adv|up] [n:prop|Rita] [pro:sub|we~aux|be&PRES] [v|ready] [prep|for] [qn|some] [n|fun .],MotherofAlex_Alex010614_319
330,320,Mother,Alex010614,Oscar !,Alex,1259.84,1261.976,[],,,,,,,,,,,[1|0|INCROOT 2|1|PUNCT],[n:prop|Oscar !],MotherofAlex_Alex010614_320
331,321,Mother,Alex010614,I eat sardines and ice cream I feel grouchy all day .,Alex,1261.976,1265.63,[],,,,,,,,,,,[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|CONJ] [5|6|MOD] [6|4|COORD] [7|8|SUBJ] [8|2|COMP] [9|11|MOD] [10|11|QUANT] [11|8|JCT 12|2|PUNCT],[pro:sub|I] [v|eat] [n|sardine-PL] [coord|and] [n|ice] [n|cream] [pro:sub|I] [v|feel] [adj|grouch&dn-Y] [qn|all] [n|day .],MotherofAlex_Alex010614_321
